# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 1
# model = code_8_model
# start_datetime = 2022-03-13 18:16:52 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = C:\Users\xyz\AppData\Local\Temp\tmphgq1ju2j\qao59dri.json
# init = 2 (Default)
# random
#   seed = 57802
# output
#   file = C:\Users\xyz\AppData\Local\Temp\tmphgq1ju2j\code_8-20220313191652_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,y.1,y.2,y.3,y.4,y.5,y.6,theta
# Adaptation terminated
# Step size = 0.377863
# Diagonal elements of inverse mass matrix:
# 2.06608, 1.75845, 1.82483, 1.92582, 1.75232, 1.90049, 0.914115
-9.17583,0.750172,0.377863,3,7,0,11.3577,1.13419,0.502833,2.00537,0.224318,0.0254793,-0.43412,0.940371
-11.1527,0.859562,0.377863,3,15,0,14.7375,-0.653201,0.63009,1.00137,1.30417,0.31894,-1.54086,-0.565408
-12.3373,0.737908,0.377863,4,15,0,17.414,-0.409582,1.5142,1.68785,2.4845,0.575372,-0.231085,0.00510034
-16.4657,0.946016,0.377863,3,7,0,19.6982,0.70468,0.661573,-0.937447,3.41053,-1.05036,1.48611,1.5304
-10.0484,0.610366,0.377863,3,7,0,22.851,2.74979,1.48074,1.50005,0.632013,1.41191,2.59971,1.02673
-8.49452,1,0.377863,4,15,0,10.4042,0.371339,1.37971,1.09306,1.88623,1.60621,0.621645,0.566402
-7.85738,0.989559,0.377863,4,15,0,11.0928,0.234046,-0.860502,-0.533696,-1.88599,-0.363663,-0.448386,-0.522406
-7.74798,0.928403,0.377863,3,15,0,11.1086,-0.307973,-0.577491,-0.474864,-1.39571,0.392333,-0.0033847,-0.027518
-9.35281,0.934518,0.377863,3,7,0,12.3085,0.470758,-0.373263,0.75033,1.38755,-1.55896,0.533178,0.436189
-8.14762,0.590694,0.377863,3,15,0,14.2009,-0.45649,0.432652,-0.177662,1.25768,1.38047,-0.34563,0.353077
-9.77059,0.744944,0.377863,3,7,0,12.2216,2.19346,-1.23117,0.48595,0.0547165,-0.249707,-0.277861,0.262515
-10.2272,0.952682,0.377863,3,7,0,14.6196,-0.340238,-0.699019,0.999183,0.154276,2.67931,0.772139,0.485131
-10.3822,0.614255,0.377863,3,7,0,16.8354,0.813237,0.975847,0.144862,1.27994,-1.43754,1.47505,0.984697
-9.34915,0.985515,0.377863,3,7,0,12.2955,1.10328,0.0999789,1.33813,0.582099,2.80424,0.831903,1.2187
-9.97453,0.937179,0.377863,3,11,0,11.2297,1.56014,2.74355,1.78288,2.22588,0.631726,1.85219,2.05106
-9.04442,0.971,0.377863,3,15,0,14.1616,-1.84459,-1.91895,-0.677933,-0.619996,0.385801,-1.50353,-1.10314
-8.26763,0.975884,0.377863,3,7,0,11.1508,0.586752,0.85424,-0.442205,-0.395839,-1.41822,0.444079,-0.14169
-8.57652,0.956925,0.377863,3,15,0,11.6533,0.375774,0.123146,1.26232,1.24896,2.36628,0.459369,0.764842
-10.2448,0.580017,0.377863,3,15,0,14.2567,1.87671,1.2063,-0.239697,-0.264655,2.33977,0.989376,1.23172
-11.062,0.997576,0.377863,3,15,0,14.2476,1.30158,3.83354,0.704184,1.90128,2.02649,1.79212,1.37679
-10.0916,0.766956,0.377863,3,15,0,18.1462,-0.392017,2.16743,1.2489,0.260751,1.12778,0.257119,0.0557777
-9.92207,0.948909,0.377863,3,7,0,14.7366,1.89863,1.82769,1.44355,-0.158819,1.5273,2.83357,1.21322
-12.5952,0.889606,0.377863,3,7,0,15.0554,1.12933,1.79978,0.151513,2.51314,3.02537,-0.85949,1.26976
-9.11446,0.98193,0.377863,3,7,0,14.5499,1.33856,2.06916,-0.539353,1.21164,1.37408,0.497048,1.10537
-9.03372,0.945967,0.377863,3,7,0,10.9984,1.52705,1.01387,1.76422,0.815137,0.641488,2.50219,1.58575
-10.6664,0.988435,0.377863,3,7,0,12.5647,1.76435,1.75802,1.9112,3.01946,3.54934,1.49529,2.24157
-9.83059,0.992334,0.377863,3,7,0,13.104,1.41966,2.76358,1.99787,0.212942,0.463316,1.79366,1.46452
-11.1212,0.929899,0.377863,3,7,0,12.9609,2.12947,-0.0357798,0.77668,2.77009,2.48218,1.91304,1.83573
-10.4509,0.976497,0.377863,3,15,0,15.7353,0.262831,2.11212,0.00674086,-1.42467,-0.75812,-0.332821,0.317647
-9.08159,0.990004,0.377863,3,15,0,13.023,-0.527108,1.83381,-0.107413,1.70581,0.519455,0.660366,0.3404
-9.60227,0.745851,0.377863,3,7,0,13.2831,-0.960584,0.614995,0.837341,0.91646,2.01255,1.13567,0.25035
-10.3082,0.94941,0.377863,3,7,0,12.5229,1.45887,-0.318076,-0.523482,-0.630484,-1.73918,-0.8585,-0.915759
-9.25053,0.961163,0.377863,3,7,0,13.7893,-1.13057,0.396314,0.557154,0.640935,1.90511,0.942585,0.198404
-7.32896,0.97885,0.377863,3,7,0,11.5667,-0.439497,-0.613259,0.680919,-0.148882,-0.413759,0.412119,0.174849
-8.02913,0.986599,0.377863,4,23,0,9.48623,-1.58656,0.12611,-1.32685,-0.172488,-1.15645,-1.11789,-0.915253
-10.0875,0.803989,0.377863,3,7,0,12.1826,0.602826,-0.985076,-1.66499,-1.67979,-0.293465,1.0382,-0.161806
-7.347,0.985601,0.377863,3,7,0,12.173,-0.386791,-1.33176,0.395092,-0.430919,-0.502131,0.041771,-0.277245
-8.6669,0.814024,0.377863,3,15,0,15.1613,-0.036177,-0.978761,-0.179182,-1.65906,-1.8135,0.336192,-0.601716
-7.82953,0.981372,0.377863,3,15,0,10.9792,0.139752,0.671269,0.29329,-0.688087,-0.712306,1.1686,0.127358
-7.34799,0.994028,0.377863,3,15,0,11.2184,-1.34188,0.106406,-0.629031,-0.903834,-1.07079,-0.55677,-0.753487
-10.0809,0.658612,0.377863,3,7,0,11.2897,-0.0519953,-1.02625,0.0639246,-1.65979,-0.89299,-0.0328245,-1.31914
