# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 1
# model = code_8_model
# start_datetime = 2022-03-13 18:16:52 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:\Users\xyz\AppData\Local\Temp\tmphgq1ju2j\qao59dri.json
# init = 2 (Default)
# random
#   seed = 57802
# output
#   file = C:\Users\xyz\AppData\Local\Temp\tmphgq1ju2j\code_8-20220313191652_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,y.1,y.2,y.3,y.4,y.5,y.6,theta
# Adaptation terminated
# Step size = 0.290353
# Diagonal elements of inverse mass matrix:
# 2.16549, 1.84992, 2.04084, 1.92063, 2.00249, 1.95885, 1.05807
-11.1134,1,0.290353,4,15,0,14.4296,-1.13668,2.16421,0.897466,0.132796,0.316308,1.82867,0.116069
-8.26382,0.782774,0.290353,3,15,0,16.4322,-0.151526,1.18192,-1.15562,-0.771958,0.51764,-0.30507,-0.048294
-8.71394,0.79272,0.290353,4,15,0,12.2436,1.32455,-1.24606,0.0273117,-0.448825,0.238813,0.686171,-0.203213
-11.6716,0.812365,0.290353,3,7,0,16.6691,1.46429,-1.99084,0.798875,-0.287726,-0.605227,0.708588,-0.617885
-9.80825,0.989772,0.290353,4,15,0,14.7559,-1.00593,0.707668,-0.672957,1.01899,-0.413077,0.00113993,-0.768738
-8.48985,0.985571,0.290353,3,7,0,11.397,-0.465911,0.938194,-0.232887,0.406303,-1.17775,-0.409744,0.3078
-9.90959,0.944159,0.290353,4,23,0,12.4958,-1.7198,-1.79719,-1.95601,-1.99739,-0.270152,-1.06127,-1.892
-13.7292,0.919534,0.290353,3,7,0,15.1853,-1.15522,-4.11337,-0.322707,-1.031,-1.47112,-0.544394,-0.540114
-8.27155,1,0.290353,3,7,0,16.3768,-1.13558,0.952553,-0.673337,-0.106159,-0.83353,-0.32503,0.0472359
