# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 1
# model = code_9_model
# start_datetime = 2022-03-13 18:16:52 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:\Users\xyz\AppData\Local\Temp\tmphgq1ju2j\q9n8d7ts.json
# init = 2 (Default)
# random
#   seed = 97360
# output
#   file = C:\Users\xyz\AppData\Local\Temp\tmphgq1ju2j\code_9-20220313191652_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,y.1,y.2,y.3,y.4,y.5,y.6,theta
# Adaptation terminated
# Step size = 0.300874
# Diagonal elements of inverse mass matrix:
# 2.1299, 1.94997, 2.14062, 1.96771, 2.04943, 2.19263, 1.12787
-10.2779,0.972287,0.300874,3,7,0,11.6045,-0.51478,1.41974,-0.783321,0.857131,-1.78819,-0.707702,-0.531162
-9.54618,0.859066,0.300874,3,7,0,16.2262,0.710644,-0.0470827,-0.307969,1.11106,0.425462,-1.19194,-0.539059
-8.8663,0.99064,0.300874,3,15,0,12.7117,-1.0539,-1.78862,0.497634,-1.39011,0.428237,-0.462868,-0.500841
-9.23499,0.907962,0.300874,3,7,0,10.5725,-0.889595,-1.61751,0.635949,-1.32225,0.0728576,-0.754865,-0.0733398
-8.07917,0.987969,0.300874,4,23,0,10.8369,0.495716,-0.85846,0.619162,-0.522921,0.189277,0.13407,-0.470025
-10.428,0.982003,0.300874,4,23,0,15.677,-1.11277,-1.5876,-0.488335,-2.37055,-2.24416,-2.82456,-1.05598
-10.3987,0.989658,0.300874,3,7,0,13.2824,-1.63789,-1.46017,-0.103282,-1.58607,-3.15356,-1.43937,-1.74442
-9.07883,0.97625,0.300874,3,15,0,13.4901,0.403896,0.408014,-1.17488,0.34792,1.9891,0.221232,0.169923
-10.0272,0.915743,0.300874,3,7,0,11.6403,-0.0588482,-0.891563,2.01719,0.207616,-0.621947,-0.381632,-0.462291
