# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 1
# model = code_9_model
# start_datetime = 2022-03-13 18:16:52 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = C:\Users\xyz\AppData\Local\Temp\tmphgq1ju2j\q9n8d7ts.json
# init = 2 (Default)
# random
#   seed = 97360
# output
#   file = C:\Users\xyz\AppData\Local\Temp\tmphgq1ju2j\code_9-20220313191652_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,y.1,y.2,y.3,y.4,y.5,y.6,theta
# Adaptation terminated
# Step size = 0.383001
# Diagonal elements of inverse mass matrix:
# 1.55648, 1.76988, 1.59956, 1.67923, 1.88321, 1.70264, 0.826075
-7.41866,0.986206,0.383001,3,7,0,11.7222,1.41876,0.402425,0.822576,1.23009,-0.0516049,0.774669,0.714795
-10.1663,0.674161,0.383001,3,7,0,14.1732,0.277908,1.14197,1.67043,-1.31808,0.947741,0.55991,-0.0501722
-10.2378,0.990452,0.383001,3,15,0,13.4037,-1.45103,0.258237,1.17531,-1.35573,-0.697647,0.00325112,0.283148
-9.63663,0.982622,0.383001,3,7,0,13.1527,0.568011,-0.791651,-1.50666,0.687244,0.13382,-0.470538,0.429571
-9.43506,0.830977,0.383001,2,3,0,12.5303,0.758515,0.470539,-0.479435,1.60707,0.379793,0.626204,-0.224164
-11.6748,0.757918,0.383001,3,7,0,14.3047,0.951443,-0.918786,-1.77946,1.00869,-0.30744,-0.0201584,0.660022
-9.94913,0.777038,0.383001,3,7,0,17.1837,0.115573,-2.0544,0.210671,-1.10098,-1.73977,-0.497391,-0.197959
-10.143,0.938965,0.383001,3,7,0,15.7381,-2.52391,-0.51295,-2.65077,-1.34939,-0.757039,-1.76158,-0.932792
-15.4427,0.604265,0.383001,3,7,0,19.6913,-2.9123,-3.93344,-1.10564,-2.25712,-2.74325,-3.44175,-1.35842
-14.9998,0.956464,0.383001,3,7,0,17.9731,-3.131,-3.78984,-1.37264,-2.84742,-2.50109,-2.90072,-1.33498
-18.0235,0.902759,0.383001,3,15,0,21.2598,-3.31603,-5.13639,-2.2961,-2.70484,-2.63185,-1.77013,-3.66559
-11.7939,0.993269,0.383001,4,15,0,20.1534,-2.39781,-0.0832476,-2.85826,-2.52834,-2.89232,-2.99728,-1.85047
-11.0482,0.834376,0.383001,3,7,0,16.6457,-0.241473,-3.58391,-1.32892,-1.12097,-0.476101,-1.46253,-1.4609
-10.0864,0.992354,0.383001,3,7,0,15.0403,-2.55814,0.592272,-0.206007,0.172319,-1.24354,0.0219804,-0.658714
-7.40074,0.94686,0.383001,2,7,0,11.5377,-0.300808,-1.43605,-1.18372,-1.30054,-0.38349,-0.865298,-0.681788
-8.33695,0.935412,0.383001,3,15,0,9.88208,-0.826152,0.718878,1.04979,0.0745737,-0.978993,0.242967,0.306246
-10.9568,0.877508,0.383001,3,7,0,13.1995,-1.38881,0.716878,2.07365,-0.42215,-1.05395,-0.0431245,0.364343
-8.58989,0.98208,0.383001,3,7,0,12.8767,-1.20317,-1.33599,0.577363,0.0196004,-0.193642,-0.0252073,-0.752316
-9.10764,0.742657,0.383001,3,11,0,12.0338,-0.303811,-1.11173,-1.58804,-0.751248,-0.0895356,-1.06326,-1.38119
-17.9349,0.725314,0.383001,3,7,0,23.6526,-2.67789,0.836917,-0.360981,3.49785,1.03673,-1.35287,0.138089
-7.85395,0.990734,0.383001,3,7,0,20.0938,1.34532,-0.323041,0.830438,0.277601,1.53891,0.601397,0.537028
-7.78125,0.975402,0.383001,3,7,0,9.07497,1.41376,0.190472,0.153437,1.47628,1.32878,0.770182,0.914644
-7.67534,0.924804,0.383001,3,15,0,10.1164,0.346067,-0.922032,0.267655,0.0151929,-0.709451,0.660357,0.223955
-10.938,0.870539,0.383001,3,7,0,12.5356,0.410063,-2.30369,0.515751,-1.92144,-0.0259433,0.268263,-0.783176
-10.5534,0.841474,0.383001,3,15,0,14.7604,-2.15161,-0.54639,-2.13904,0.0719615,-1.0336,-0.353598,-1.52773
-10.5387,0.914553,0.383001,4,15,0,13.1494,-1.1261,-1.51524,-0.267133,-1.31725,-1.20331,-2.21931,-0.262376
-12.3716,0.958972,0.383001,3,7,0,15.8637,-2.65019,-2.27487,-3.31909,-2.15068,-2.47529,-1.40256,-1.19001
-12.1959,0.996998,0.383001,4,15,0,14.7128,2.69162,1.48331,1.06462,1.38746,1.56576,2.61761,2.50161
-10.8268,0.809054,0.383001,3,7,0,15.8001,3.42072,0.406858,2.45431,1.31825,1.99951,2.15162,1.87152
-10.263,0.909056,0.383001,3,15,0,14.9543,-0.234193,2.44846,0.914316,2.69584,0.716391,1.07501,0.954657
-9.38338,0.625979,0.383001,3,7,0,14.9712,0.507734,0.280155,1.81884,1.98829,0.45695,-0.558082,0.95104
-8.71508,0.631058,0.383001,4,15,0,14.6665,0.400339,0.313552,-1.35806,-1.23149,0.125157,0.998907,-0.0646998
-10.3844,0.702415,0.383001,3,7,0,14.2405,-0.841572,1.19779,-0.960319,-0.646798,0.666017,2.04251,0.0838862
-9.9265,0.800635,0.383001,3,7,0,17.8489,-0.355604,0.39753,2.28398,1.9579,0.421469,0.24439,1.06883
-8.86364,1,0.383001,3,7,0,11.4716,1.04343,-0.431876,1.09974,2.01315,0.24491,1.05205,0.387852
-8.49716,0.918347,0.383001,3,15,0,11.5211,0.508211,0.0952038,0.432161,-0.373158,-1.00683,-0.210123,0.521006
-13.0497,0.677393,0.383001,3,11,0,15.0298,-0.473333,-1.00689,0.14313,0.748975,-1.11443,0.244598,-1.42816
-13.8549,0.987761,0.383001,3,15,0,16.3808,-0.284925,-1.39866,-0.00243619,0.906724,1.10487,-0.0374511,1.28182
-11.4366,0.977301,0.383001,3,7,0,16.4335,0.470429,2.79222,1.28714,-0.544302,-0.656534,0.305912,0.972668
-17.1014,0.432802,0.383001,4,19,0,25.4023,-0.38984,-2.70071,-1.58516,-0.178466,-0.895104,-0.154866,-2.33159
-10.1433,0.98604,0.383001,3,15,0,18.667,0.0982555,2.67264,1.41799,-0.44178,1.37171,0.201351,0.922251
-11.7721,0.837067,0.383001,3,7,0,14.7159,2.51925,-0.197158,2.81218,1.75705,0.567496,1.21133,1.8052
-11.9768,0.779223,0.383001,4,15,0,16.9881,-0.210707,-3.85567,-0.102101,-0.709699,-1.59832,-1.16803,-1.20747
-12.5686,0.963637,0.383001,3,7,0,16.4795,-1.61152,1.63356,0.422749,-2.67053,-0.637786,-0.509811,-0.787819
-10.269,1,0.383001,2,3,0,13.6285,-1.36706,1.14447,-0.149488,-2.19938,-0.329281,-0.154951,-0.782117
-9.05122,0.830275,0.383001,3,15,0,14.3179,-1.26526,0.319314,0.647304,1.26104,-0.0262338,-1.03791,0.238663
-9.89059,0.75514,0.383001,3,15,0,12.9211,-0.410465,0.744784,1.00762,0.613718,-0.0135031,0.993099,-0.429652
-10.6962,0.976785,0.383001,3,7,0,13.8892,0.158146,0.338174,-0.759341,2.33913,1.62534,-0.900263,0.434851
-7.23984,0.984651,0.383001,3,7,0,11.712,0.467197,1.21018,0.595871,0.467354,0.377387,0.853309,0.892623
-6.94121,0.963744,0.383001,3,7,0,9.96283,-0.169541,-0.586489,-0.130003,0.192001,0.193531,-0.278418,0.172201
-13.4919,0.570309,0.383001,2,7,0,15.6122,-2.2982,1.27852,2.20284,-0.202435,-0.282768,-1.43594,-0.292398
-12.6244,0.999932,0.383001,3,7,0,15.2024,2.21258,-1.17369,-1.34495,-0.376049,0.270505,1.92783,-0.0994194
-9.19368,1,0.383001,3,7,0,14.8637,-1.03703,-0.301595,-0.447961,0.477147,-0.61677,1.66027,0.300211
-9.37424,0.811314,0.383001,3,7,0,12.5593,0.301137,-0.384927,-0.283354,-1.22152,-0.0901188,-2.13692,-0.070387
-12.9692,0.7016,0.383001,4,15,0,15.3629,0.5214,0.611496,-1.40133,0.716275,0.796069,1.01028,-0.813272
-8.78505,1,0.383001,2,3,0,12.9318,0.292112,0.552398,-1.78453,0.575475,0.360382,0.855917,0.0461296
-8.92242,0.936426,0.383001,3,7,0,10.7415,1.4506,-0.735151,0.999288,-0.153518,0.0488856,-0.534773,0.565878
-10.9068,0.973045,0.383001,3,15,0,13.6274,0.134727,-1.60051,0.40419,0.920799,-2.21841,-0.522863,-0.850784
-16.262,0.960738,0.383001,4,15,0,19.1808,-3.1501,-1.46356,-3.36594,-4.11938,0.203224,-3.25932,-2.61878
-17.2707,1,0.383001,2,3,0,18.4798,-3.1141,-1.16041,-3.96257,-4.54464,0.0668488,-3.22046,-2.43548
-12.2298,1,0.383001,3,7,0,19.4317,-0.834209,-3.51185,-3.21201,-1.09587,-3.26191,-2.26999,-2.04719
-11.1742,0.840279,0.383001,3,7,0,15.3116,-1.65206,-0.83536,-0.645484,-2.26827,-1.86268,-2.84294,-2.15446
-10.756,0.873733,0.383001,3,7,0,13.9638,-1.93713,-3.30177,-1.35888,-0.762619,-1.00676,-0.232857,-1.61817
-10.777,0.996544,0.383001,3,7,0,11.8023,-0.863291,0.44919,-1.47775,-1.71788,-2.04188,-2.98401,-1.39699
-10.9639,0.906136,0.383001,3,15,0,16.8007,-0.592186,0.912349,0.803482,-0.326593,-0.283445,-2.75628,-0.165227
-12.1683,0.974247,0.383001,3,7,0,13.1316,-0.188138,-1.674,-1.66205,0.385335,0.0120924,2.16252,0.272662
-9.88231,1,0.383001,3,7,0,15.2814,0.208408,2.43522,2.2923,0.618987,0.738582,0.151389,1.2262
-9.88565,0.987997,0.383001,3,15,0,12.3986,0.249544,2.51466,1.51285,-0.357301,-0.394891,0.720248,0.629505
-9.25869,0.977592,0.383001,4,15,0,14.416,0.492519,-0.789454,-1.8121,-1.14995,0.250273,0.875975,-0.299741
-9.28315,0.915685,0.383001,3,7,0,13.3731,0.238242,0.668028,-1.73344,-1.206,-0.128021,0.887545,-0.336175
-9.49563,0.918241,0.383001,3,15,0,13.3032,-0.636395,-2.32815,-0.870043,-0.85462,-1.64508,-2.18059,-1.71064
-10.2657,0.84429,0.383001,3,7,0,13.1347,-1.01679,-1.95422,-3.11396,-1.8862,-1.07995,-1.79921,-2.08109
-9.00405,0.996426,0.383001,3,15,0,11.9555,-0.783094,0.371487,1.54308,0.144036,-0.512026,0.125154,-0.383635
-10.2004,0.989262,0.383001,3,7,0,11.5576,-0.369692,-0.911809,2.0034,0.43367,0.219436,-0.702792,0.615414
-12.2114,0.86124,0.383001,3,7,0,15.8297,-2.38978,0.33534,0.618637,0.957931,1.25016,1.54761,-0.0902518
-12.277,0.931416,0.383001,3,15,0,18.1593,-0.8576,0.21384,1.34739,-0.380212,3.31895,0.893274,0.545683
-9.45267,0.98996,0.383001,3,7,0,15.4645,0.292481,1.23215,1.60929,0.180822,1.51004,-1.16395,0.638542
-10.0637,0.915205,0.383001,3,15,0,14.9818,2.0136,1.07598,0.656199,2.18368,0.708735,3.12824,1.55947
-8.59514,1,0.383001,3,7,0,11.0385,0.133588,0.48806,0.993539,-0.517121,1.2617,-1.15375,0.291393
-7.92018,0.948115,0.383001,2,7,0,10.3967,0.00620982,-0.0333422,-0.267524,1.03296,-0.870946,1.00926,-0.0297466
-10.3733,0.932455,0.383001,4,23,0,13.8875,-2.71693,-2.25674,-0.26195,0.214199,-1.24528,-0.541119,-0.872755
-9.22785,0.973958,0.383001,3,7,0,12.8848,1.50283,1.29306,-0.569367,-1.10671,0.348701,-0.216409,0.333152
-8.50262,0.997983,0.383001,3,7,0,9.74736,1.25472,0.973195,-0.361167,-1.04795,0.760558,-0.18008,0.108198
-8.46763,0.99089,0.383001,3,7,0,9.8804,-1.67702,-1.14827,-0.202092,0.426476,-0.752082,0.515291,-0.476785
-7.67082,1,0.383001,3,7,0,9.35161,-0.59449,0.63435,-0.886933,-1.19534,0.111899,-0.397522,-0.457302
-9.53315,0.810467,0.383001,3,7,0,12.505,-0.641122,-1.05375,-1.29556,0.866605,1.18493,-1.06091,-0.489921
-7.37108,0.986759,0.383001,3,7,0,10.4221,-1.01512,0.553014,-0.790949,0.0089701,-0.0671346,-0.376732,-0.0827381
-11.5815,0.691238,0.383001,3,7,0,15.7625,0.121739,-1.19312,1.66656,-0.591923,-0.00563502,1.85899,0.894096
-8.31531,1,0.383001,3,7,0,13.2133,1.73725,-0.302723,1.62528,0.710605,0.675579,0.718116,0.515109
-8.35224,0.96741,0.383001,3,7,0,9.63886,0.70335,1.80572,0.358588,1.57779,0.599193,2.00734,0.846225
-7.52579,1,0.383001,4,15,0,8.78936,0.364966,-0.404675,1.13686,-0.286434,0.763914,-0.300379,0.0798175
-8.40291,0.82608,0.383001,3,7,0,10.4632,0.308508,1.2995,0.732039,-0.840584,-0.388908,-0.188334,-0.216537
-8.53848,0.993988,0.383001,3,7,0,10.2328,0.50961,0.659589,1.28009,-0.997006,-0.479411,0.113252,-0.185065
-10.5416,0.978676,0.383001,3,15,0,11.7859,-0.482726,0.211822,1.22724,-2.54355,-0.585594,-0.215729,-0.105209
-8.60473,0.969022,0.383001,3,7,0,12.8852,0.58172,-0.424431,-0.325677,-0.266247,-1.24829,1.34231,-0.257524
-8.96938,0.984014,0.383001,3,7,0,10.194,-0.264849,0.430266,0.4924,0.934968,1.91158,-0.824846,0.619708
-9.75206,0.988638,0.383001,3,15,0,11.7238,0.672602,0.788814,0.0657716,-0.598181,2.0759,-1.13238,0.141311
-11.8465,0.7627,0.383001,3,15,0,14.4055,0.297397,-0.934553,-0.976865,-1.10177,1.86525,-0.908404,0.48895
-7.7669,0.999771,0.383001,3,7,0,13.2676,1.06298,-0.774274,-0.211506,-0.549616,0.418104,0.671983,0.0340481
-8.46069,0.955708,0.383001,3,7,0,11.5853,1.27561,2.50827,1.96021,2.13791,1.21707,1.69894,1.58668
-8.62347,0.956966,0.383001,3,7,0,10.4898,0.182161,2.1681,1.60345,1.20964,1.74737,1.92893,1.24432
-9.65451,0.917297,0.383001,3,7,0,10.9821,2.65634,1.29,0.643277,0.827382,1.53104,2.28807,1.73905
-12.7456,0.865642,0.383001,3,7,0,15.0225,1.93659,3.17915,0.153595,1.17392,-0.0535985,2.71917,0.790905
-13.1352,0.98541,0.383001,3,7,0,18.1366,3.21862,2.03815,3.07833,0.894626,-0.0401622,2.34252,2.19838
-10.2821,0.793867,0.383001,3,7,0,16.2231,1.94345,3.08911,2.76342,1.35495,2.71524,1.46309,1.57141
-12.2078,0.561793,0.383001,4,15,0,17.3067,0.00469044,-1.53928,-1.41959,-1.49554,-0.493594,0.193241,0.381838
-12.7054,0.987302,0.383001,3,7,0,14.8185,1.15712,0.888704,0.703703,-0.151157,-1.40767,-0.384203,-0.944621
-10.5142,0.990177,0.383001,3,15,0,15.8153,-0.419642,0.649327,1.19473,-1.03355,0.707865,1.73859,1.02597
