# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 1
# model = code_7_model
# start_datetime = 2022-03-13 18:16:51 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:\Users\xyz\AppData\Local\Temp\tmphgq1ju2j\xbja9izo.json
# init = 2 (Default)
# random
#   seed = 46309
# output
#   file = C:\Users\xyz\AppData\Local\Temp\tmphgq1ju2j\code_7-20220313191651_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,y.1,y.2,y.3,y.4,y.5,y.6,theta
# Adaptation terminated
# Step size = 0.337449
# Diagonal elements of inverse mass matrix:
# 2.0248, 2.19189, 1.79999, 1.78087, 2.13067, 1.96685, 0.936431
-3.0044,0.95317,0.337449,3,7,0,5.63525,-0.775632,-0.365542,0.595409,-0.874524,1.51471,-1.43893,-0.274573
-1.57554,1,0.337449,3,7,0,4.49457,-1.72501,-0.5771,0.146857,0.379213,-0.90514,-0.632034,-0.411835
-3.38339,0.926959,0.337449,3,7,0,5.87401,0.319957,1.04638,-0.668596,-2.09673,0.37424,0.748881,0.0324867
-3.28805,0.978147,0.337449,3,15,0,6.72629,-0.520099,-0.125192,-2.40413,-1.52717,0.718834,-0.288787,-0.662015
-1.03899,0.995187,0.337449,3,7,0,4.13739,-0.764806,-1.22616,-0.571033,-1.41114,-1.14062,-0.0349522,-0.585766
-3.01528,0.884596,0.337449,3,7,0,6.16961,-0.329648,-1.26733,-1.90362,0.506788,-2.18598,-1.10978,-1.0029
-4.12096,0.545814,0.337449,3,7,0,9.81336,0.316038,-0.0448757,-1.36866,-2.36197,-1.90355,-2.35584,-1.16358
-3.34871,0.933234,0.337449,3,7,0,6.71994,-2.73875,-2.46601,-1.59872,-0.906171,-0.601801,-0.366517,-1.2363
-1.86548,0.976982,0.337449,3,15,0,5.92767,1.12064,1.20347,0.444216,-0.132437,-0.768978,-0.603421,0.290389
-3.91658,0.862225,0.337449,3,7,0,8.9129,-0.217727,-0.750053,0.888696,1.30884,2.32938,1.73436,0.959514
-3.49503,0.890018,0.337449,3,15,0,8.93661,1.20306,0.46774,0.491212,2.84439,0.722109,1.7203,1.5173
-3.2843,0.997089,0.337449,3,7,0,4.42571,0.958406,1.48096,1.85051,-0.64865,1.42687,0.365413,1.26315
-2.64017,0.974915,0.337449,3,7,0,7.56568,1.02747,0.884998,-0.0556418,2.46085,0.0656693,0.936822,1.03881
-1.47383,0.964268,0.337449,3,15,0,4.89091,0.0176739,0.585297,0.373836,0.742221,0.687759,-1.21669,0.322666
-2.59124,0.888899,0.337449,3,7,0,4.11703,-1.21972,-0.370191,0.764952,-0.950197,-1.05041,0.99337,-0.00563987
-3.56079,0.989887,0.337449,3,7,0,4.84835,-1.23534,-0.991826,1.16282,-0.579712,-1.08502,1.31878,0.00250977
-3.88757,0.919178,0.337449,3,7,0,5.26503,0.676443,0.110644,-1.85045,-0.0689178,0.486527,-1.98104,-0.691688
-0.335296,0.997188,0.337449,3,15,0,5.24197,0.269734,0.581805,0.688679,-0.238239,0.444459,0.0918222,0.235694
-2.13944,0.936523,0.337449,3,11,0,2.97191,-0.368962,-0.755628,1.15101,0.0782022,-1.58919,-0.548976,-0.264656
-3.85966,0.920524,0.337449,3,7,0,5.99082,1.32809,-1.11992,-0.972769,0.690959,1.24833,-1.2488,-0.16203
-3.498,0.941839,0.337449,2,7,0,7.91291,-1.32408,0.45323,1.17985,0.289005,-1.57197,0.979051,0.138155
-0.443963,0.963932,0.337449,3,7,0,5.51729,0.566212,-0.0043305,0.362347,-0.412272,-0.0471137,0.49126,0.284467
-0.668626,0.839528,0.337449,2,7,0,3.07431,0.0214008,0.675934,0.698969,-0.0765566,0.318695,0.251854,-0.0531013
-1.79485,0.960152,0.337449,3,7,0,3.27991,1.806,0.240123,0.347818,0.992627,-0.358512,0.974405,0.340432
-1.40784,0.99798,0.337449,3,7,0,2.7164,0.40666,0.755009,0.182509,1.09141,-0.322141,1.40982,0.780493
-2.24329,0.879878,0.337449,3,7,0,5.11205,1.82033,0.778165,1.00835,0.683342,0.544877,-0.371862,0.175576
-2.02151,1,0.337449,3,15,0,2.60862,-0.999469,-0.0563395,-0.201955,0.0288833,0.258428,1.17901,-0.440565
-1.55347,0.983789,0.337449,3,7,0,5.09913,-0.775199,-0.916747,-0.199536,0.756175,-0.362381,-1.26388,-0.637915
-0.866356,0.994652,0.337449,3,7,0,2.7527,-0.222983,-1.33638,0.375301,-0.303242,-0.201376,-0.0209663,-0.167852
-1.43799,0.596918,0.337449,3,7,0,8.06273,-1.12591,0.0689224,-0.736042,-0.783631,-1.22543,-1.66348,-0.528277
-5.14987,0.796451,0.337449,3,7,0,11.6561,-0.609768,-0.952718,-3.09229,-2.21851,0.550204,-1.86259,-1.38861
-3.95954,0.982807,0.337449,3,7,0,6.56386,-0.314159,-1.42287,-2.94295,-1.28476,0.358474,-1.24124,-1.24904
-3.43311,0.943909,0.337449,3,7,0,7.7719,-2.5099,-0.092884,0.523192,-0.941551,-0.534264,-1.63582,-0.539387
-3.45949,0.986345,0.337449,3,7,0,5.72757,0.160873,-0.504436,-2.71947,-0.0131004,-1.76022,-0.630704,-0.829719
-2.87248,0.98517,0.337449,3,7,0,6.05358,-1.68639,-0.988453,0.721206,-0.0471835,1.09599,0.230951,0.0777553
-0.194734,0.989237,0.337449,3,15,0,4.70149,-0.602379,-0.499782,-0.257408,-0.380818,-0.586805,-0.643478,-0.522825
-1.02105,0.928533,0.337449,3,7,0,1.39754,0.297431,-0.426673,-1.07824,-0.247466,-0.544379,-0.395696,-0.703547
-2.76109,0.984424,0.337449,3,11,0,4.68546,-2.76387,-1.95555,-1.97506,-2.18965,-1.71257,-2.06467,-2.19961
-1.35627,0.950053,0.337449,4,23,0,5.6913,0.644009,1.78011,1.18806,1.68283,1.69713,1.46135,1.10168
-3.81501,0.928015,0.337449,3,7,0,4.35121,1.66466,1.27586,2.49679,-0.457538,0.23952,1.90476,1.24217
