# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 1
# model = code_7_model
# start_datetime = 2022-03-13 18:16:51 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:\Users\xyz\AppData\Local\Temp\tmphgq1ju2j\xbja9izo.json
# init = 2 (Default)
# random
#   seed = 46309
# output
#   file = C:\Users\xyz\AppData\Local\Temp\tmphgq1ju2j\code_7-20220313191651_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,y.1,y.2,y.3,y.4,y.5,y.6,theta
# Adaptation terminated
# Step size = 0.372305
# Diagonal elements of inverse mass matrix:
# 2.05176, 1.8343, 1.86155, 1.86222, 1.90483, 1.73703, 0.904658
-2.75645,0.99225,0.372305,3,15,0,5.85689,-1.11112,-0.507431,0.360925,-2.20658,-0.0157876,-1.43857,-0.461275
-5.11797,0.841346,0.372305,3,7,0,8.29327,-1.65705,-2.51993,0.819942,-0.305301,-0.300415,-1.5953,-1.34853
-6.57089,0.978197,0.372305,3,7,0,10.4214,-2.67864,-0.666631,-3.35497,0.26324,-0.232348,-0.628802,-0.602337
-6.90194,0.997883,0.372305,3,7,0,10.8184,-1.41358,0.60688,-2.89909,0.885275,-1.71944,-1.71965,-1.41969
-6.34826,0.941254,0.372305,3,7,0,12.4985,-2.4601,0.925604,-0.85977,0.0226522,-2.47905,0.150633,-0.132214
-2.75701,1,0.372305,3,7,0,7.79644,-0.36954,0.361631,0.18987,0.225258,-1.59754,-1.20801,-0.873141
-1.15408,0.993293,0.372305,3,15,0,4.12293,-0.938183,-1.1888,-0.136942,-1.61515,-0.698889,-1.3296,-0.972991
-0.99548,0.955057,0.372305,3,15,0,3.81712,0.747923,1.01485,0.053373,1.49177,0.548218,1.28244,0.726894
-4.49259,0.710008,0.372305,3,7,0,6.09917,1.20552,-0.570694,1.43158,2.59821,-0.81063,0.454957,0.782206
-4.41056,1,0.372305,3,7,0,6.54799,1.58535,-0.301945,0.982752,2.84405,-0.367066,-0.147689,0.599761
-6.16141,0.979149,0.372305,3,15,0,10.1046,-2.72524,-0.840504,-2.21274,-4.10073,-0.874621,-0.84605,-1.83398
-2.99919,0.608398,0.372305,3,7,0,10.8811,-2.18846,-0.781328,-0.017752,-2.30658,-1.67828,-1.4925,-0.950124
-6.417,0.880777,0.372305,3,7,0,9.48129,-2.557,0.576476,-1.38415,-1.106,-3.55495,-0.354148,-1.31223
-2.39341,0.986743,0.372305,3,7,0,7.94081,-1.69713,-1.63885,-1.47009,-1.03123,-1.18944,-2.97113,-1.35918
-6.00507,0.87707,0.372305,3,15,0,8.61218,-0.04938,0.555818,-0.147621,-2.75045,-1.30281,1.72303,-0.29384
-3.11384,0.973688,0.372305,3,7,0,8.82299,0.500885,0.0505,0.0621228,1.72327,1.48279,-1.30565,0.363871
-1.93397,0.996745,0.372305,3,7,0,5.29776,-0.27312,0.0195935,-1.52786,0.023946,-0.512159,1.15724,-0.0899622
-4.46156,0.879391,0.372305,3,7,0,6.27167,-2.61995,0.643062,0.68612,-1.01645,0.596762,0.179849,-0.330598
-1.07085,0.998434,0.372305,3,7,0,5.28805,-0.275437,0.350468,-0.598595,-0.679155,-0.491041,-1.50228,-0.346572
-3.39093,0.73801,0.372305,3,7,0,5.10061,-0.413735,-1.58623,-1.00602,0.333369,-0.268065,1.08279,0.297764
-2.37864,0.99863,0.372305,3,15,0,5.63661,1.1987,0.163525,0.628332,0.904922,1.29319,-1.16434,0.205721
-5.02859,0.684623,0.372305,3,7,0,6.61297,-0.0886944,1.78512,-0.295693,0.515454,-0.168139,2.0203,-0.25703
-2.97249,0.934674,0.372305,2,7,0,7.06783,0.59159,-0.271142,1.18921,0.393232,-0.573993,-0.61681,0.789907
-2.08597,0.93787,0.372305,3,15,0,4.26264,-0.50594,0.392328,-0.116623,-0.342272,-0.317952,0.406701,-0.765857
-2.23143,0.930225,0.372305,3,7,0,5.24915,0.167757,-0.397435,-2.06607,-1.34677,-0.292739,0.230724,-0.481542
-3.30775,0.93189,0.372305,3,7,0,5.93038,-2.70761,-0.880105,0.187781,-0.858491,-1.57628,-1.58216,-1.35431
-3.68087,0.793536,0.372305,3,7,0,6.90835,-0.624992,-0.249687,-1.25867,-1.93792,0.0382421,-0.317876,0.150346
-2.8497,0.641303,0.372305,2,7,0,9.91197,-0.0641162,-1.31514,-1.97869,-1.33307,-0.367649,-1.50939,-0.400741
-3.60962,0.986341,0.372305,3,15,0,7.01192,0.140449,1.54914,2.23414,1.57665,0.639077,1.70115,1.7528
-3.83438,0.901567,0.372305,4,15,0,5.98026,1.13475,1.54587,0.239322,1.00251,1.7063,-0.104145,-0.000612895
-2.70527,0.926888,0.372305,3,7,0,7.77227,0.226838,2.25655,0.173862,-0.0283919,1.48374,-0.30349,0.590799
-3.68548,0.998297,0.372305,4,15,0,6.05704,-1.01943,-2.89289,-2.50773,-2.20191,-2.64841,-0.903469,-1.89368
-4.34711,0.715115,0.372305,3,7,0,8.06567,-1.20688,-0.463606,-2.29583,-3.12084,-0.79518,-2.63506,-1.31785
-4.23299,0.755857,0.372305,3,7,0,8.47799,-1.92736,-0.31598,-2.80571,-2.37528,-0.83665,-0.562347,-1.68184
-5.03113,0.884789,0.372305,3,7,0,8.6949,-3.33113,-1.92812,-0.277818,-2.66532,-2.09515,-2.82975,-1.67254
-6.41543,0.723304,0.372305,2,3,0,9.06643,-3.70622,-2.89854,-0.024248,-2.32198,-2.30817,-1.88769,-1.48145
-6.36138,0.985968,0.372305,3,7,0,8.24149,-0.666681,-1.49584,-3.96768,-2.50223,-1.46372,-2.7378,-1.30846
-2.80153,0.997981,0.372305,3,15,0,10.9735,-0.816245,-0.641337,1.19771,-0.681437,-0.0474789,0.929219,0.493122
-0.844837,0.808359,0.372305,3,7,0,6.16617,0.380834,-0.540014,-1.11273,-0.646662,-0.015969,-0.745466,-0.480523
-3.9862,0.859987,0.372305,2,7,0,4.91186,0.721288,0.739601,-2.12298,-1.82305,-0.78328,-0.151374,-0.363835
-1.21509,0.93096,0.372305,3,15,0,9.16763,0.513773,0.919273,1.09658,0.155398,0.110973,-0.249139,-0.00392995
-1.82727,0.942788,0.372305,3,15,0,3.59151,-1.88018,-0.169555,-0.485454,-0.216672,-0.0586102,0.329337,-0.0676868
-6.5513,0.848242,0.372305,3,7,0,8.86954,-2.53701,-2.17338,0.389277,-2.056,-0.86487,1.20499,-1.14788
-6.42005,0.977499,0.372305,3,7,0,8.90924,1.00777,-0.111386,-2.04899,0.777214,-1.58125,-2.50429,-1.03019
-7.78811,0.848346,0.372305,2,3,0,9.45389,1.14669,-0.601951,-2.04209,0.532293,-1.91275,-3.20057,-0.525796
-3.04256,0.970763,0.372305,3,7,0,9.85976,-0.633698,-2.50305,-0.281098,-0.0824482,-0.616216,-1.30803,-1.22935
-4.32668,0.955944,0.372305,3,15,0,10.055,-1.16534,0.133454,0.267895,1.18964,0.382871,-2.32465,0.0683483
-2.30863,0.987093,0.372305,3,7,0,6.18019,-0.701467,1.39232,-0.194262,1.10955,0.0602159,-0.583326,-0.170748
-3.42315,0.958721,0.372305,3,15,0,6.40236,2.21207,-0.732521,0.668731,1.86544,0.647961,0.859274,1.10167
-2.39997,0.974317,0.372305,3,7,0,6.03449,-1.14091,0.144364,0.838678,1.11552,1.1191,-0.19271,-0.0575729
-2.46112,0.997894,0.372305,3,7,0,3.71842,1.63269,-0.214912,-0.348769,-0.338507,-1.08705,-0.0975987,-0.405552
-3.48612,0.940266,0.372305,3,7,0,6.24185,0.214933,-2.4997,-0.471192,0.242515,-0.694674,-0.136669,-0.0158947
-3.81221,0.959611,0.372305,3,7,0,6.72704,-0.398592,-1.13203,1.55748,0.363386,-0.894237,-0.750819,-0.775413
-2.92837,0.99573,0.372305,3,15,0,9.47953,-0.0977471,-0.114969,1.65824,1.14462,-0.393101,-1.25011,-0.027219
-2.66995,0.933155,0.372305,3,7,0,5.27717,1.20667,1.06302,-1.0341,-0.782651,0.508468,1.10025,0.467757
-2.87459,0.934816,0.372305,3,7,0,7.0868,0.657132,0.32541,1.27828,1.87282,0.425473,-1.20421,0.561021
-2.06571,0.991567,0.372305,3,7,0,4.60104,0.0749468,1.22194,-1.31526,-0.237123,0.659327,0.468877,0.331959
-3.17215,0.80805,0.372305,3,7,0,5.5094,-0.107247,-1.68205,0.136064,-0.834598,-1.33114,-0.959066,-1.3752
-5.06516,0.991452,0.372305,3,15,0,7.34959,-2.55699,-1.99686,-1.12488,-2.8833,-3.21524,-1.63177,-1.2932
-2.56924,0.984536,0.372305,3,7,0,6.30511,-0.254541,-1.44502,-2.25126,-0.283357,-0.0992629,-1.18157,-1.12086
-4.45107,0.954807,0.372305,3,7,0,6.29187,0.202433,-2.4399,-0.820784,-1.48788,-2.89429,-0.529873,-0.888476
-8.79647,0.97181,0.372305,3,7,0,10.6821,-4.23537,-0.791559,-3.50015,-2.6675,-1.77932,-4.36422,-2.23983
-5.5682,0.987382,0.372305,3,7,0,11.7743,-0.980809,-2.61915,-3.30848,-0.81884,-3.19009,-1.60089,-2.22668
-3.24236,0.941127,0.372305,3,7,0,7.17084,-1.90494,-0.405144,0.332205,-2.11799,0.210941,-1.24234,-0.926376
-1.44698,0.875993,0.372305,2,7,0,6.35148,0.0187959,-0.651978,-1.3549,-1.32084,-1.10149,-0.805927,-1.10625
-3.06431,0.961249,0.372305,4,23,0,6.77393,0.156043,1.31241,2.60837,2.13658,1.19539,0.73101,0.89155
-3.07365,0.535484,0.372305,3,7,0,8.42919,2.57728,1.27921,2.85833,1.81441,1.61073,0.735375,1.70821
-4.72856,0.864588,0.372305,4,15,0,7.17625,-0.860283,-0.561665,0.0182319,0.108682,-2.1208,-2.89513,-0.487592
-2.85177,1,0.372305,3,7,0,6.31122,-1.83341,-0.198894,-0.987486,-1.30671,0.957954,0.216612,-0.553519
-3.0031,0.800201,0.372305,3,7,0,7.52181,1.70381,0.275465,0.952567,1.21985,-1.05119,-0.506436,0.55254
-2.98198,0.959192,0.372305,3,7,0,4.89888,0.516722,0.868491,1.41235,1.57065,-0.842717,-0.682747,0.662219
-3.18812,0.934134,0.372305,3,7,0,7.76199,0.896652,0.582745,-0.0879364,-0.157017,2.1147,2.0693,1.07656
-2.1699,0.95293,0.372305,3,7,0,4.65036,1.54107,0.651185,0.0933174,1.32905,1.78933,1.05125,0.473087
-2.49332,0.982874,0.372305,3,7,0,3.50548,1.25915,0.608024,0.0320272,1.576,1.20696,-0.0629817,1.21203
-3.55092,0.970982,0.372305,3,7,0,4.95699,1.42483,1.85906,1.59135,0.206189,-0.331443,-0.0836125,0.127503
-3.11715,0.915056,0.372305,3,15,0,8.1494,-1.94069,-1.8312,-0.476672,-0.368323,0.910406,-0.278428,-0.696867
-3.34068,0.936519,0.372305,3,7,0,7.64417,-0.154287,0.257611,0.509641,-1.0178,-2.29762,-1.44025,-0.82903
-4.89821,0.962027,0.372305,3,7,0,6.89335,-0.389969,0.636244,1.38734,-2.27644,-1.73896,-0.523148,-0.491063
